id;name;slug;institution;institution_logo;category;main_rate_label;main_rate_value;main_rate_numeric;description;benefits;apply_url;info_url;meta_data;badges;is_featured;is_promoted;rating;review_count;is_active;sort_order;created_at;updated_at;target_audience;Tipo de institucion
223dd6cd-4591-487b-93d0-b891d081a0f9;Tarjeta de Crédito BanorTec Bit;tarjeta-de-credito-banortec-bit-banorte;Banorte;https://www.banorte.com/cms/banorte/recursos/imagenes/logo-banorte.png;credit_card;CAT Promedio;Variable desde 18.9% sin IVA;189000;Tarjeta de crédito sin anualidad por el primer año al contratarla por la app de BanorTec. No requiere comprobante de ingresos y ofrece meses sin intereses en compras.;"[""Sin anualidad el primer año"",""No requiere comprobante de ingresos"",""Meses sin intereses en compras"",""Solicitud 100% digital por app BanorTec"",""Aprobación inmediata"",""CVV dinámico para mayor seguridad""]";https://www.banorte.com/cms/banortec/index.html#!/;;"{""gat_real"":null,""min_amount"":null,""min_income"":null,""gat_nominal"":null,""credit_limit_max"":null}";[];FALSO;FALSO;0;0;VERDADERO;0;23/11/2025 14:44;27/11/2025 10:42;personal;Banco
237a5ce0-2b15-40a6-9bb5-be755387533c;Tarjeta de Crédito HEB;tarjeta-de-credito-heb-afirme;Afirme;;credit_card;CAT Promedio;21.9% sin IVA;219000;Una tarjeta para los amantes de la frescura y la calidad de HEB, que ofrece beneficios exclusivos al comprar en tiendas y en línea.;"[""Puntos en todas tus compras en HEB"",""Descuentos exclusivos en tiendas HEB"",""Compras en línea con beneficios especiales"",""Acceso a promociones y ofertas HEB"",""Programa de lealtad integrado"",""Atención al cliente prioritaria""]";https://www.afirme.com/Personas/TDC/tarjetaheb.html;;"{""gat_real"":null,""min_amount"":null,""min_income"":null,""gat_nominal"":null,""credit_limit_max"":null}";[];FALSO;FALSO;0;0;VERDADERO;0;23/11/2025 14:44;27/11/2025 10:42;personal;Banco
27b8c27f-6e50-48e8-ac37-16c77cd767c1;Tarjeta de Crédito Bank of America Premium Rewards;tarjeta-de-credito-bank-of-america-premium-rewards-bank-of-america;Bank of America;;credit_card;CAT Promedio;No especificado;;Una tarjeta de crédito con beneficios de viaje y estilo de vida, que te permite ganar puntos en compras de viajes y restaurantes.;"[""Gana puntos en viajes y restaurantes"",""Acceso a programas de viaje premium"",""Protección de compras"",""Asistencia de viaje 24/7"",""Seguros de viaje incluidos""]";https://www.bankofamerica.com/credit-cards/products/premium-rewards-credit-card/es/;;"{""gat_real"":null,""min_amount"":null,""min_income"":null,""gat_nominal"":null,""credit_limit_max"":null}";[];FALSO;FALSO;0;0;VERDADERO;0;23/11/2025 14:44;27/11/2025 10:42;personal;Banco
2a2a7e1f-b59c-4927-ac7a-47031d885517;Tarjeta de Crédito Básica HSBC;tarjeta-de-credito-basica-hsbc-hsbc;HSBC;;credit_card;CAT Promedio;21.9% sin IVA;219000;Tarjeta de crédito sin anualidad diseñada para un uso sencillo y seguro.;"[""Sin anualidad"",""Acceso a cajeros HSBC sin comisión"",""Compras protegidas"",""Seguro de fraude"",""Atención al cliente 24/7"",""Acceso a promociones y descuentos""]";https://www.hsbc.com.mx/tarjetas-de-credito/productos/basica/;;"{""gat_real"":null,""min_amount"":null,""min_income"":null,""gat_nominal"":null,""credit_limit_max"":null}";[];FALSO;FALSO;0;0;VERDADERO;0;23/11/2025 14:44;27/11/2025 10:42;personal;Banco
2cb6ffb7-6fd1-45c4-bfed-b29541a64a31;Tarjeta de Crédito Afirme Blanc;tarjeta-de-credito-afirme-blanc-afirme;Afirme;;credit_card;CAT Promedio;21.9% sin IVA;219000;Una tarjeta diseñada para el pago de servicios y compras diarias con beneficios exclusivos para un estilo de vida de élite.;"[""Acceso a salas VIP en aeropuertos"",""Seguro de viaje internacional"",""Protección de compras"",""Atención al cliente prioritaria"",""Puntos por cada compra"",""Descuentos en establecimientos selectos""]";https://www.afirme.com/Personas/TDC/Tarjeta-Afirme-Blanc.html;;"{""gat_real"":null,""min_amount"":null,""min_income"":null,""gat_nominal"":null,""credit_limit_max"":null}";[];FALSO;FALSO;0;0;VERDADERO;0;23/11/2025 14:44;27/11/2025 10:42;personal;Banco
309b4457-057c-4caf-a47b-e9feca19b958;Tarjeta de Crédito Afinidad UNAM BBVA;tarjeta-de-credito-afinidad-unam-bbva-bbva-mexico;BBVA;https://www.bbva.mx/content/dam/public-web/global/images/logos/logo_bbva.svg;credit_card;CAT Promedio;Variable según perfil crediticio;;Tarjeta de crédito de afinidad que dona 1.5% de tus compras al programa de becas de titulación de la UNAM, mientras ganas 11% en Puntos BBVA por todas tus compras.;"[""Donación del 1.5% de compras al programa de becas de titulación UNAM"",""11% en Puntos BBVA por todas tus compras"",""Acceso a promociones exclusivas BBVA"",""Programa de afinidad con causa social"",""Compras protegidas y seguros incluidos"",""Acceso a plataforma digital BBVA""]";https://www.bbva.mx/personas/productos/tarjetas-de-credito/tarjeta-de-credito-afinidad-unam.html;;"{""gat_real"":null,""min_amount"":null,""min_income"":null,""gat_nominal"":null,""credit_limit_max"":null}";[];FALSO;FALSO;0;0;VERDADERO;0;23/11/2025 14:44;27/11/2025 10:42;personal;Banco
30c41a80-edd4-4336-85b0-f25ab5f74d9d;Tarjeta de Crédito La Comer;tarjeta-de-credito-la-comer-citibanamex;Banamex;https://www.citibanamex.com/resources/img/logo-citi.svg;credit_card;CAT Promedio;21.9% sin IVA;219000;Tarjeta de crédito que te ofrece bonificaciones en tus compras en tiendas de Grupo La Comer y otros comercios.;"[""Bonificación en compras en tiendas Grupo La Comer"",""Puntos acumulables en cada compra"",""Acceso a promociones exclusivas"",""Compras sin intereses en comercios seleccionados"",""Protección de compras"",""Asistencia al viajero""]";https://www.banamex.com/es/personas/tarjetas-credito/tarjeta-lacomer.htm;;"{""gat_real"":null,""min_amount"":null,""min_income"":null,""gat_nominal"":null,""credit_limit_max"":null}";[];FALSO;FALSO;0;0;VERDADERO;0;23/11/2025 14:44;27/11/2025 10:42;personal;Banco
3677910f-3dc2-489a-a684-f762a1ce5e6b;Tarjeta de Crédito Costco;tarjeta-de-credito-costco-citibanamex;Banamex;https://www.citibanamex.com/resources/img/logo-citi.svg;credit_card;CAT Promedio;21.9% sin IVA;219000;Tarjeta de crédito que te ofrece un 3% de reembolso anual en compras en Costco y 2% en otros comercios.;"[""3% de reembolso en compras en Costco"",""2% de reembolso en otros comercios"",""Acceso a ofertas exclusivas de Costco"",""Protección de compras"",""Seguros incluidos"",""Atención al cliente 24/7""]";https://www.banamex.com/es/personas/tarjetas-credito/tarjeta-costco.htm;;"{""gat_real"":null,""min_amount"":null,""min_income"":null,""gat_nominal"":null,""credit_limit_max"":null}";[];FALSO;FALSO;0;0;VERDADERO;0;23/11/2025 14:44;27/11/2025 10:42;personal;Banco
37693536-e8ce-45c4-911e-b303be6fa410;Tarjeta de Crédito Aeroméxico Platinum Santander;tarjeta-de-credito-aeromexico-platinum-santander-santander-mexico;Santander;https://www.santander.com.mx/assets/img/santander-logo.svg;credit_card;CAT Promedio;21.9% sin IVA;219000;Tarjeta de crédito que acumula 2 Puntos Aeroméxico Rewards por USD en tus compras con la aerolínea, y te da beneficios exclusivos de viaje.;"[""2 Puntos Aeroméxico Rewards por USD en compras con Aeroméxico"",""1 Punto Aeroméxico Rewards por cada MXN en otras compras"",""Acceso a salas VIP en aeropuertos"",""Seguro de viaje incluido"",""Protección de compras y fraude"",""Asistencia médica internacional 24/7"",""Descuentos en hoteles y renta de autos""]";https://www.santander.com.mx/personas/tarjetas-de-credito/Aeromexico-Platinum.html;;"{""gat_real"":null,""min_amount"":null,""min_income"":null,""gat_nominal"":null,""credit_limit_max"":null}";[];FALSO;FALSO;0;0;VERDADERO;0;23/11/2025 14:44;27/11/2025 10:42;personal;Banco
3791f3fd-a5f5-4c74-aade-987eef2079d8;Tarjeta de Crédito Tigres;tarjeta-de-credito-tigres-afirme;Afirme;;credit_card;CAT Promedio;No especificado;;Tarjeta de crédito diseñada para los aficionados del Club de Fútbol Tigres, que ofrece beneficios exclusivos del equipo.;"[""Puntos en compras con Tigres"",""Acceso a eventos exclusivos del Club de Fútbol Tigres"",""Descuentos en tienda oficial de Tigres"",""Programa de recompensas personalizado"",""Protección de compras""]";https://www.afirme.com/Personas/TDC/Tarjeta-Tigres.html;;"{""gat_real"":null,""min_amount"":null,""min_income"":null,""gat_nominal"":null,""credit_limit_max"":null}";[];FALSO;FALSO;0;0;VERDADERO;0;23/11/2025 14:44;27/11/2025 10:42;personal;Banco
392e8846-da6a-4153-aadb-517e89e7607b;Tarjeta Oro BBVA;tarjeta-oro-bbva;BBVA;/images/institutions/bbva.svg;credit_card;CAT Promedio;78.4%;784000;Tarjeta con programa de puntos BBVA y beneficios en viajes y entretenimiento.;"[""Puntos BBVA en todas tus compras"",""Seguro de viaje incluido"",""Acceso a salas VIP en aeropuertos"",""Meses sin intereses en tiendas participantes"",""Asistencia en viajes 24/7""]";https://www.bbva.mx/personas/productos/tarjetas-de-credito/tarjeta-de-credito-oro.html;;"{""annuity"":850,""min_income"":15000,""points_program"":""Puntos BBVA"",""travel_insurance"":true}";"[""Puntos"",""Seguro de Viaje""]";VERDADERO;FALSO;420;8234;VERDADERO;0;21/11/2025 12:06;27/11/2025 10:42;personal;Banco
3ad6a3ed-58a4-4a18-99c2-2e353069d07d;Tarjeta de Crédito Azul BBVA;tarjeta-de-credito-azul-bbva-bbva-mexico;BBVA;https://www.bbva.mx/content/dam/public-web/global/images/logos/logo_bbva.svg;credit_card;CAT Promedio;21.9% sin IVA;219000;Tarjeta de crédito básica ideal para iniciar tu historial crediticio, con 9% en Puntos BBVA;"[""9% en Puntos BBVA en compras"",""Sin anualidad"",""Acceso a promociones exclusivas"",""Compras a meses sin intereses"",""Atención al cliente 24/7"",""Protección de compras""]";https://www.bbva.mx/personas/productos/tarjetas-de-credito/tarjeta-de-credito-azul.html;;"{""gat_real"":null,""min_amount"":null,""min_income"":null,""gat_nominal"":null,""credit_limit_max"":null}";[];FALSO;FALSO;0;0;VERDADERO;0;23/11/2025 14:44;27/11/2025 10:42;personal;Banco
3c5947d4-9686-47f5-839e-367d5dc793ce;Tarjeta de Crédito Mastercard Corporativa Santander;tarjeta-de-credito-mastercard-corporativa-santander-santander-mexico;Santander;https://www.santander.com.mx/assets/img/santander-logo.svg;credit_card;CAT Promedio;Variable desde 18.5% sin IVA;185000;Tarjeta de crédito diseñada para empresas, que ofrece seguridad, control financiero y herramientas digitales para gestionar gastos corporativos.;"[""Control de gastos corporativos en tiempo real"",""Múltiples tarjetas para empleados"",""Reportes detallados de gastos"",""Acceso a plataforma digital Santander"",""Protección de fraude 24/7"",""Puntos Santander acumulables""]";https://www.santander.com.mx/personas/tarjetas-de-credito/Mastercard-Corporativa.html;;"{""gat_real"":null,""min_amount"":null,""min_income"":null,""gat_nominal"":null,""credit_limit_max"":null}";[];FALSO;FALSO;0;0;VERDADERO;0;23/11/2025 14:44;27/11/2025 10:42;personal;Banco
3ce45109-5a01-4cf6-b450-fc59240d8edb;Tarjeta de Crédito INVEX Voyage Platinum;tarjeta-de-credito-invex-voyage-platinum-invex;INVEX;;credit_card;CAT Promedio;21.9% sin IVA;219000;Una tarjeta de crédito premium para viajeros que ofrece mayores beneficios y accesos exclusivos.;"[""Acceso a salas VIP en aeropuertos nacionales e internacionales"",""Seguro de viaje internacional incluido"",""Protección de compras y fraude"",""Puntos por cada compra canjeables en viajes"",""Asistencia médica 24/7 en el extranjero"",""Descuentos en hoteles y aerolíneas asociadas"",""Cobertura de equipaje y retrasos""]";https://www.invextarjetas.com.mx/index#/tarjetas/voyagePlatinum;;"{""gat_real"":null,""min_amount"":null,""min_income"":null,""gat_nominal"":null,""credit_limit_max"":null}";[];FALSO;FALSO;0;0;VERDADERO;0;23/11/2025 14:44;27/11/2025 10:42;personal;Banco
41c5d0a1-5139-4c61-9541-177a617b1938;Tarjeta de Crédito Zero;tarjeta-de-credito-zero-hsbc;HSBC;;credit_card;CAT Promedio;21.9% sin IVA;219000;Tarjeta de crédito sin anualidad, que ofrece beneficios como vuelos nacionales de cortesía y promociones exclusivas.;"[""Sin anualidad"",""Vuelos nacionales de cortesía"",""Promociones exclusivas"",""Acceso a ofertas especiales"",""Compras protegidas"",""Asistencia al viajero""]";https://www.hsbc.com.mx/tarjetas-de-credito/productos/zero/;;"{""gat_real"":null,""min_amount"":null,""min_income"":null,""gat_nominal"":null,""credit_limit_max"":null}";[];FALSO;FALSO;0;0;VERDADERO;0;23/11/2025 14:44;27/11/2025 10:42;personal;Banco
43fb58a3-1efe-43fd-ab2a-df3754c3882d;Anticipo de Facturación TPV BBVA;anticipo-de-facturacion-tpv-bbva-bbva-mexico;BBVA;https://www.bbva.mx/content/dam/public-web/global/images/logos/logo_bbva.svg;personal_loan;CAT;22.5% sin IVA;225000;Crédito inmediato basado en la facturación de tu Terminal Punto de Venta. Disponible 100% digital desde la app BBVA Empresas con abono inmediato y cobranza automática. CAT 22.5% sin IVA. Ideal para comercios con TPV BBVA que necesitan liquidez inmediata sin trámites complejos.;"[""Disponible 100% digital desde app BBVA Empresas"",""Abono inmediato de fondos"",""Cobranza automática integrada"",""Sin trámites complejos"",""Basado en facturación real del TPV"",""Acceso rápido a liquidez""]";https://www.bbva.mx/empresas/productos/financiamiento/creditos-a-corto-y-largo-plazo/anticipo-de-facturacion-tpv.html;;"{""gat_real"":null,""min_amount"":null,""min_income"":null,""gat_nominal"":null,""credit_limit_max"":null}";[];FALSO;FALSO;0;0;VERDADERO;0;23/11/2025 14:44;27/11/2025 10:42;personal;Banco
447c3fee-6e7d-4cf3-a3c1-2fab7bb7731c;Tarjeta de Crédito Joy;tarjeta-de-credito-joy-citibanamex;Banamex;https://www.citibanamex.com/resources/img/logo-citi.svg;credit_card;CAT Promedio;21.9% sin IVA;219000;Tarjeta de crédito sin anualidad (al realizar una compra mensual de $300 o más). Ofrece beneficios como el doble de Puntos Premia en gasolina y un CVV digital para mayor seguridad.;"[""Sin anualidad con compra mensual de $300 o más"",""Doble de Puntos Premia en gasolina"",""CVV digital para mayor seguridad"",""Acceso a promociones exclusivas Citibanamex"",""Programa Premia con acumulación de puntos"",""Compras protegidas y fraude cero""]";https://www.banamex.com/es/personas/tarjetas-credito/tarjeta-de-credito-sin-anualidad-joy.html;;"{""gat_real"":null,""min_amount"":null,""min_income"":null,""gat_nominal"":null,""credit_limit_max"":null}";[];FALSO;FALSO;0;0;VERDADERO;0;23/11/2025 14:44;27/11/2025 10:42;personal;Banco
4481d227-2b99-426d-ac09-06d5eef4055e;Tarjeta de Crédito Bank of America Travel Rewards;tarjeta-de-credito-bank-of-america-travel-rewards-bank-of-america;Bank of America;;credit_card;CAT Promedio;Variable desde 18.5% sin IVA;185000;Una tarjeta de crédito que permite ganar puntos para usar en viajes y tiene una oferta de bonificación para nuevos titulares.;"[""Gana puntos en todas tus compras"",""Puntos redimibles en viajes y experiencias"",""Acceso a ofertas exclusivas de viajes"",""Protección de compras y fraude"",""Asistencia de viaje 24/7"",""Seguros de viaje incluidos""]";https://www.bankofamerica.com/credit-cards/products/travel-rewards-credit-card/es/;;"{""gat_real"":null,""min_amount"":null,""min_income"":null,""gat_nominal"":null,""credit_limit_max"":null}";[];FALSO;FALSO;0;0;VERDADERO;0;23/11/2025 14:44;27/11/2025 10:42;personal;Banco
46211e23-86a6-4926-a29f-1b0cca3bec96;Tarjeta de Crédito Inbursa Platinum;tarjeta-de-credito-inbursa-platinum-inbursa;Inbursa;;credit_card;CAT Promedio;21.9% sin IVA;219000;Tarjeta de crédito con beneficios exclusivos, un programa de recompensas y acceso a servicios premium.;"[""Programa de puntos en todas las compras"",""Acceso a servicios premium y concierge"",""Seguros de viaje y protección de compras"",""Acceso a salas VIP en aeropuertos"",""Promociones exclusivas en comercios afiliados"",""Compras sin intereses hasta 12 meses""]";https://www.inbursa.com/sites/gfi/tdc-platinum;;"{""gat_real"":null,""min_amount"":null,""min_income"":null,""gat_nominal"":null,""credit_limit_max"":null}";[];FALSO;FALSO;0;0;VERDADERO;0;23/11/2025 14:44;27/11/2025 10:42;personal;Banco
47f40f95-dc3f-4aff-9c21-d49cf3949299;Crédito Líquido BBVA;credito-liquido-bbva-bbva-mexico;BBVA;https://www.bbva.mx/content/dam/public-web/global/images/logos/logo_bbva.svg;personal_loan;Tasa de Interés Variable;Variable según perfil crediticio;;Crédito empresarial con liquidez inmediata para capital de trabajo e inventarios. Disponible en modalidades revolvente y a plazos fijos hasta 12 meses. Disposiciones parciales o totales a través de Banca por Internet hasta las 20:00 horas. Disponible en pesos y dólares con opción sostenible FIRA para sector agroalimentario.;"[""Liquidez inmediata para capital de trabajo"",""Modalidades revolvente y a plazo fijo"",""Disposiciones parciales o totales"",""Disponible en pesos y dólares"",""Opción sostenible FIRA para sector agroalimentario"",""Acceso a través de Banca por Internet hasta las 20:00 horas""]";https://www.bbva.mx/empresas/productos/financiamiento/creditos-a-corto-y-largo-plazo/credito-liquido.html;;"{""gat_real"":null,""min_amount"":null,""min_income"":null,""gat_nominal"":null,""credit_limit_max"":null}";[];FALSO;FALSO;0;0;VERDADERO;0;23/11/2025 14:44;27/11/2025 10:42;personal;Banco
485dc6ef-a219-4ba3-946b-24a2fc266faf;Tarjeta de Crédito Explora Banamex;tarjeta-de-credito-explora-banamex-citibanamex;Banamex;https://www.citibanamex.com/resources/img/logo-citi.svg;credit_card;CAT Promedio;21.9% sin IVA;219000;Tarjeta de crédito ideal para viajeros, que te ofrece 2x1 en boletos de avión y acceso a Salas VIP en aeropuertos.;"[""2x1 en boletos de avión"",""Acceso a Salas VIP en aeropuertos"",""Protección de viajero"",""Seguros de viaje incluidos"",""Puntos por cada compra"",""Cobertura de gastos médicos en el extranjero""]";https://www.banamex.com/es/personas/tarjetas-credito/tarjeta-de-credito-viajes-explora.html;;"{""gat_real"":null,""min_amount"":null,""min_income"":null,""gat_nominal"":null,""credit_limit_max"":null}";[];FALSO;FALSO;0;0;VERDADERO;0;23/11/2025 14:44;27/11/2025 10:42;personal;Banco
4ad0e4c0-30f3-4d4c-9c4b-c3253e98b008;Tarjeta de Crédito Inbursa Walmart;tarjeta-de-credito-inbursa-walmart-inbursa;Inbursa;;credit_card;CAT Promedio;21.9% sin IVA;219000;Crédito revolvente con beneficios de bonificación y promociones en tiendas y clubes de Grupo Walmart.;"[""Cashback en compras en Walmart y Sam's Club"",""Promociones exclusivas en tiendas Walmart"",""Acceso a ofertas especiales de Grupo Walmart"",""Compras a meses sin intereses"",""Programa de puntos acumulables"",""Atención al cliente prioritaria""]";https://www.inbursa.com/sites/gfi/tdc-walmart;;"{""gat_real"":null,""min_amount"":null,""min_income"":null,""gat_nominal"":null,""credit_limit_max"":null}";[];FALSO;FALSO;0;0;VERDADERO;0;23/11/2025 14:44;27/11/2025 10:42;personal;Banco
